response_id,customer_id,survey_date,region,customer_segment,industry,response_channel,service_category,nps_score,csat_score,resolution_days,issue_resolved,feedback_text
RSP-1894,CUST-4102,2025-10-09,North America,SMB,Finance,Phone,Customer Support,5,2,4,Yes,Customer service agent was rude and transferred me three times.
RSP-1895,CUST-1359,2025-03-29,Europe,SMB,Healthcare,Email,Customer Support,2,1,4,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1896,CUST-2229,2025-03-25,North America,Mid-Market,Manufacturing,Web,Product,5,2,14,Yes,Delivery took twice as long as promised.
RSP-1897,CUST-2465,2025-12-31,Asia-Pacific,Mid-Market,Healthcare,In-App,Customer Support,10,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1898,CUST-4437,2025-06-07,North America,Mid-Market,Technology,Email,Delivery,7,5,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-1899,CUST-4655,2025-05-28,North America,SMB,Finance,Web,Quality,4,2,21,Yes,Delivery took twice as long as promised.
RSP-1900,CUST-1963,2025-03-09,Asia-Pacific,SMB,Technology,Web,Pricing,7,3,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1901,CUST-1028,2025-11-15,Asia-Pacific,SMB,Finance,Email,Product,9,5,3,Yes,The team went above and beyond to help us with our migration.
RSP-1902,CUST-1100,2025-08-23,Asia-Pacific,SMB,Finance,Phone,Pricing,6,3,4,Yes,Billing error was not resolved on time.
RSP-1903,CUST-5084,2025-10-06,Europe,Mid-Market,Technology,Phone,Product,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1904,CUST-5042,2025-05-02,North America,Mid-Market,Retail,Web,Product,8,3,5,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-1905,CUST-4897,2025-08-21,Europe,Mid-Market,Retail,Web,Customer Support,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-1906,CUST-4619,2025-02-10,Europe,SMB,Technology,Email,Product,8,4,5,Yes,"Product works fine, but missing key integrations."
RSP-1907,CUST-3004,2025-10-08,Asia-Pacific,Mid-Market,Retail,Phone,Customer Support,6,2,7,Yes,Quality has visibly degraded over the last few months.
RSP-1908,CUST-2700,2025-01-26,Latin America,SMB,Manufacturing,Phone,Pricing,8,4,3,Yes,"Average experience, nothing exceptional to report."
RSP-1909,CUST-2214,2025-01-29,North America,Enterprise,Technology,Web,Delivery,3,2,10,No,"Issue took over a week to resolve, very frustrating."
RSP-1910,CUST-1300,2025-03-16,Europe,Mid-Market,Technology,Email,Product,7,5,2,Yes,"Product works fine, but missing key integrations."
RSP-1911,CUST-3444,2025-06-19,North America,SMB,Healthcare,Phone,Product,7,3,3,Yes,"Support resolved the issue, but communication could be better."
RSP-1912,CUST-1401,2025-02-25,Asia-Pacific,Mid-Market,Finance,Email,Delivery,0,2,7,Yes,Customer service agent was rude and transferred me three times.
RSP-1913,CUST-2460,2025-03-24,Asia-Pacific,SMB,Finance,Email,Customer Support,2,2,5,Yes,Quality has visibly degraded over the last few months.
RSP-1914,CUST-2453,2025-08-22,Latin America,Mid-Market,Healthcare,Email,Customer Support,10,5,3,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1915,CUST-1293,2025-02-17,Europe,SMB,Healthcare,Email,Customer Support,8,4,4,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-1916,CUST-3644,2025-07-08,Europe,Enterprise,Healthcare,Web,Pricing,0,2,5,Yes,Customer service agent was rude and transferred me three times.
RSP-1917,CUST-1554,2025-08-07,Europe,Mid-Market,Technology,Web,Quality,10,4,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-1918,CUST-3398,2025-08-30,North America,Mid-Market,Retail,Email,Pricing,7,4,4,Yes,"Average experience, nothing exceptional to report."
RSP-1919,CUST-1999,2025-12-22,Asia-Pacific,Mid-Market,Retail,Email,Product,8,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-1920,CUST-3696,2025-09-27,Asia-Pacific,Mid-Market,Healthcare,Email,Delivery,5,2,4,Yes,Customer service agent was rude and transferred me three times.
RSP-1921,CUST-2719,2025-12-23,North America,Mid-Market,Healthcare,Web,Delivery,5,2,5,No,Pricing is way too high for the features provided.
RSP-1922,CUST-1476,2025-02-25,Europe,Mid-Market,Retail,Email,Quality,7,4,4,Yes,"Support resolved the issue, but communication could be better."
RSP-1923,CUST-4962,2025-12-19,Europe,SMB,Healthcare,Phone,Product,2,2,4,Yes,Frequent downtime impacted our business operations.
RSP-1924,CUST-3352,2025-08-07,Asia-Pacific,Enterprise,Technology,Phone,Customer Support,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-1925,CUST-3127,2025-09-27,Europe,Mid-Market,Retail,Email,Delivery,0,2,4,Yes,Frequent downtime impacted our business operations.
RSP-1926,CUST-3898,2025-03-08,Asia-Pacific,Mid-Market,Technology,Web,Product,9,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-1927,CUST-5077,2025-09-10,North America,SMB,Technology,Email,Product,0,2,7,No,Delivery took twice as long as promised.
RSP-1928,CUST-2906,2025-12-29,North America,Mid-Market,Finance,Phone,Customer Support,8,3,4,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-1929,CUST-2585,2025-01-01,Europe,Enterprise,Technology,Email,Product,5,2,7,Yes,Product keeps crashing after the latest update.
RSP-1930,CUST-1196,2025-08-27,North America,SMB,Technology,Web,Pricing,7,5,3,Yes,"Support resolved the issue, but communication could be better."
RSP-1931,CUST-2698,2025-11-12,North America,Mid-Market,Technology,Web,Product,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-1932,CUST-4391,2025-01-24,North America,SMB,Finance,Email,Delivery,3,2,7,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1933,CUST-3864,2025-10-14,Asia-Pacific,Enterprise,Finance,Web,Quality,8,4,5,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-1934,CUST-1092,2025-11-24,Europe,Enterprise,Manufacturing,Web,Customer Support,2,2,10,No,Pricing is way too high for the features provided.
RSP-1935,CUST-3307,2025-05-11,North America,Mid-Market,Technology,Phone,Product,7,3,2,Yes,"Support resolved the issue, but communication could be better."
RSP-1936,CUST-3521,2025-06-03,Latin America,Mid-Market,Healthcare,Phone,Customer Support,10,4,1,No,No feedback provided
RSP-1937,CUST-1050,2025-02-28,North America,Enterprise,Technology,Email,Pricing,2,3,21,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1938,CUST-3796,2025-07-22,North America,Enterprise,Healthcare,Email,Customer Support,7,5,3,Yes,No feedback provided
RSP-1939,CUST-2438,2025-04-10,Latin America,Enterprise,Technology,Email,Product,8,4,3,No,"Acceptable response time, issue was eventually fixed."
RSP-1941,CUST-4887,2025-01-19,North America,Enterprise,Finance,Email,Delivery,6,1,4,No,Delivery took twice as long as promised.
RSP-1942,CUST-4944,2025-03-21,North America,SMB,Technology,Phone,Delivery,3,1,5,No,Billing error was not resolved on time.
RSP-1943,CUST-3745,2025-08-25,Asia-Pacific,Enterprise,Finance,In-App,Customer Support,4,3,5,Yes,Customer service agent was rude and transferred me three times.
RSP-1944,CUST-1458,2025-09-24,Europe,SMB,Manufacturing,In-App,Product,10,4,1,Yes,The team went above and beyond to help us with our migration.
RSP-1945,CUST-3584,2025-10-12,Europe,Mid-Market,Healthcare,In-App,Product,6,3,4,Yes,Platform UI is slow and unintuitive.
RSP-1946,CUST-1153,2025-04-17,Asia-Pacific,Mid-Market,Finance,Email,Quality,2,1,4,Yes,Frequent downtime impacted our business operations.
RSP-1947,CUST-3717,2025-07-01,Europe,SMB,Finance,Phone,Pricing,4,2,7,Yes,Product keeps crashing after the latest update.
RSP-1948,CUST-2223,2025-05-24,Asia-Pacific,Enterprise,Finance,Web,Pricing,8,4,3,Yes,"Product works fine, but missing key integrations."
RSP-1949,CUST-3778,2025-07-12,Europe,SMB,Manufacturing,In-App,Product,10,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1950,CUST-4191,2025-04-06,Asia-Pacific,Mid-Market,Manufacturing,Phone,Customer Support,9,5,2,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-1951,CUST-3525,2025-12-28,Europe,Enterprise,Healthcare,Web,Pricing,2,1,4,No,"Issue took over a week to resolve, very frustrating."
RSP-1952,CUST-1259,2025-05-20,Middle East & Africa,Mid-Market,Finance,Phone,Product,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-1953,CUST-1711,2025-09-12,Asia-Pacific,SMB,Manufacturing,In-App,Customer Support,3,2,10,Yes,Pricing is way too high for the features provided.
RSP-1954,CUST-4044,2025-08-20,North America,Enterprise,Finance,Phone,Delivery,1,2,5,Yes,Quality has visibly degraded over the last few months.
RSP-1955,CUST-2770,2025-09-26,Europe,Mid-Market,Healthcare,Phone,Product,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1956,CUST-2433,2025-02-27,Asia-Pacific,Enterprise,Technology,Web,Quality,5,2,4,Yes,"Issue took over a week to resolve, very frustrating."
RSP-1957,CUST-1306,2025-04-14,North America,Mid-Market,Technology,Phone,Delivery,4,1,5,No,Product keeps crashing after the latest update.
RSP-1958,CUST-4635,2025-09-17,North America,SMB,Healthcare,Phone,Customer Support,10,4,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1959,CUST-4953,2025-09-14,Latin America,SMB,Healthcare,Phone,Customer Support,8,4,4,Yes,"Average experience, nothing exceptional to report."
RSP-1960,CUST-2558,2025-06-24,Europe,Mid-Market,Finance,Phone,Delivery,0,1,7,No,Billing error was not resolved on time.
RSP-1961,CUST-3542,2025-06-17,North America,Mid-Market,Technology,Email,Pricing,8,3,4,Yes,"Average experience, nothing exceptional to report."
RSP-1962,CUST-1804,2025-09-22,Middle East & Africa,Mid-Market,Technology,Phone,Quality,3,2,4,No,Delivery took twice as long as promised.
RSP-1963,CUST-2680,2025-01-19,North America,SMB,Healthcare,Phone,Pricing,10,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-1964,CUST-4175,2025-09-25,Europe,Mid-Market,Finance,Email,Customer Support,9,4,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-1965,CUST-1033,2025-06-09,Asia-Pacific,Enterprise,Finance,Email,Delivery,7,4,2,Yes,"Product works fine, but missing key integrations."
RSP-1966,CUST-1713,2025-06-20,Middle East & Africa,Enterprise,Retail,Web,Quality,4,1,14,Yes,Billing error was not resolved on time.
RSP-1967,CUST-1377,2025-02-22,North America,Mid-Market,Technology,Web,Customer Support,10,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1968,CUST-1184,2025-10-23,Asia-Pacific,Mid-Market,Manufacturing,Web,Product,10,4,1,Yes,The team went above and beyond to help us with our migration.
RSP-1969,CUST-2719,2025-06-14,Latin America,Mid-Market,Technology,Email,Delivery,3,1,7,No,Pricing is way too high for the features provided.
RSP-1970,CUST-2577,2025-05-27,North America,Enterprise,Retail,Web,Pricing,1,1,7,Yes,Quality has visibly degraded over the last few months.
RSP-1971,CUST-3614,2025-08-14,Europe,Mid-Market,Technology,Phone,Customer Support,7,4,3,Yes,"Support resolved the issue, but communication could be better."
RSP-1972,CUST-3233,2025-03-18,North America,Mid-Market,Technology,Phone,Quality,5,1,21,Yes,Delivery took twice as long as promised.
RSP-1973,CUST-3241,2025-02-28,North America,Mid-Market,Finance,Email,Customer Support,7,3,3,Yes,"Product works fine, but missing key integrations."
RSP-1975,CUST-3869,2025-10-09,North America,SMB,Healthcare,Web,Customer Support,9,5,1,No,Smooth experience from purchase to setup. Very satisfied!
RSP-1976,CUST-3220,2025-03-14,Asia-Pacific,SMB,Unknown,Email,Customer Support,2,2,5,Yes,Quality has visibly degraded over the last few months.
RSP-1977,CUST-3005,2025-03-29,North America,Mid-Market,Technology,Phone,Product,6,3,7,Yes,Product keeps crashing after the latest update.
RSP-1978,CUST-3550,2025-11-10,Asia-Pacific,SMB,Technology,Phone,Customer Support,6,2,21,No,"Issue took over a week to resolve, very frustrating."
RSP-1979,CUST-4634,2025-01-26,North America,Enterprise,Manufacturing,Phone,Product,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-1980,CUST-1237,2025-08-30,North America,Enterprise,Technology,Phone,Product,7,4,4,Yes,"Product works fine, but missing key integrations."
RSP-1981,CUST-1867,2025-07-16,Asia-Pacific,Enterprise,Finance,Phone,Product,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-1982,CUST-1705,2025-08-07,Europe,Enterprise,Technology,Email,Delivery,4,1,4,Yes,Customer service agent was rude and transferred me three times.
RSP-1983,CUST-2466,2025-12-27,Asia-Pacific,SMB,Retail,Email,Pricing,3,3,5,Yes,Frequent downtime impacted our business operations.
RSP-1984,CUST-4652,2025-11-12,North America,Mid-Market,Retail,Web,Pricing,6,2,4,No,"Issue took over a week to resolve, very frustrating."
RSP-1985,CUST-3559,2025-06-20,Europe,SMB,Healthcare,Phone,Pricing,1,1,4,No,Pricing is way too high for the features provided.
RSP-1986,CUST-1643,2025-08-27,North America,Enterprise,Technology,Phone,Delivery,0,3,21,Yes,Frequent downtime impacted our business operations.
RSP-1987,CUST-2079,2025-02-17,Asia-Pacific,Mid-Market,Technology,Email,Delivery,4,1,10,Yes,Billing error was not resolved on time.
RSP-1988,CUST-1796,2025-08-22,Europe,Enterprise,Healthcare,Email,Customer Support,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-1989,CUST-4812,2025-08-29,Latin America,Mid-Market,Technology,Web,Product,10,5,1,Yes,Great value for money and outstanding service reliability.
RSP-1990,CUST-2833,2025-03-15,North America,SMB,Technology,Phone,Pricing,4,1,7,Yes,Frequent downtime impacted our business operations.
RSP-1991,CUST-3113,2025-07-06,North America,Enterprise,Finance,In-App,Product,5,1,10,Yes,Customer service agent was rude and transferred me three times.
RSP-1992,CUST-2502,2025-12-25,Latin America,Enterprise,Manufacturing,Phone,Customer Support,7,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-1993,CUST-3660,2025-08-21,North America,SMB,Finance,Phone,Customer Support,3,2,10,No,Billing error was not resolved on time.
RSP-1994,CUST-1247,2025-02-03,Europe,SMB,Retail,Phone,Delivery,6,2,5,Yes,Billing error was not resolved on time.
RSP-1995,CUST-1924,2025-06-29,Europe,Mid-Market,Healthcare,Email,Customer Support,8,3,3,No,"Service is okay, expecting more frequent software updates."
RSP-1996,CUST-4778,2025-03-29,Asia-Pacific,Mid-Market,Manufacturing,Email,Pricing,2,1,5,Yes,Quality has visibly degraded over the last few months.
RSP-1997,CUST-3855,2025-11-06,Europe,SMB,Retail,Email,Delivery,1,1,7,Yes,Frequent downtime impacted our business operations.
RSP-1998,CUST-2043,2025-09-18,Asia-Pacific,Mid-Market,Technology,Phone,Product,7,4,3,Yes,"Support resolved the issue, but communication could be better."
RSP-1999,CUST-4323,2025-02-24,Asia-Pacific,Enterprise,Finance,Phone,Delivery,8,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-2000,CUST-1581,2025-06-04,Latin America,Enterprise,Healthcare,Web,Customer Support,9,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-2001,CUST-4283,2025-10-30,Europe,Mid-Market,Healthcare,Web,Quality,4,1,14,Yes,Customer service agent was rude and transferred me three times.
RSP-2002,CUST-2954,2025-11-14,North America,Mid-Market,Manufacturing,Web,Customer Support,5,3,7,No,Pricing is way too high for the features provided.
RSP-2003,CUST-2302,2025-09-04,North America,Enterprise,Healthcare,Email,Customer Support,10,5,2,Yes,Top-tier enterprise platform with excellent security features.
RSP-2004,CUST-1541,2025-06-24,Asia-Pacific,SMB,Finance,Phone,Customer Support,9,5,2,Yes,No feedback provided
RSP-2005,CUST-4531,2025-08-11,Europe,SMB,Unknown,Phone,Customer Support,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-2006,CUST-2934,2025-03-30,Europe,SMB,Technology,Email,Pricing,1,2,10,No,Product keeps crashing after the latest update.
RSP-2007,CUST-4986,2025-02-28,North America,Mid-Market,Retail,Phone,Delivery,4,1,14,No,Frequent downtime impacted our business operations.
RSP-2008,CUST-4792,2025-06-16,Middle East & Africa,Mid-Market,Finance,Email,Customer Support,8,5,4,No,"Support resolved the issue, but communication could be better."
RSP-2009,CUST-4647,2025-04-01,Latin America,SMB,Technology,Web,Customer Support,7,3,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-2010,CUST-4324,2025-02-05,Europe,Mid-Market,Manufacturing,Web,Delivery,4,1,5,Yes,Frequent downtime impacted our business operations.
RSP-2011,CUST-1890,2025-12-17,Middle East & Africa,Mid-Market,Technology,Email,Customer Support,8,3,5,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-2012,CUST-3682,2025-09-11,North America,Enterprise,Finance,Email,Product,7,4,2,Yes,"Product works fine, but missing key integrations."
RSP-2013,CUST-1741,2025-04-22,Europe,Enterprise,Healthcare,Email,Product,8,3,2,Yes,"Average experience, nothing exceptional to report."
RSP-2014,CUST-1001,2025-03-17,Latin America,SMB,Retail,Web,Pricing,7,4,3,Yes,"Average experience, nothing exceptional to report."
RSP-2015,CUST-4710,2025-09-30,Asia-Pacific,SMB,Healthcare,Web,Delivery,4,1,7,Yes,Quality has visibly degraded over the last few months.
RSP-2016,CUST-4194,2025-11-12,Asia-Pacific,SMB,Retail,Email,Quality,5,1,10,Yes,Frequent downtime impacted our business operations.
RSP-2017,CUST-4663,2025-04-11,North America,Mid-Market,Finance,Email,Customer Support,9,5,2,Yes,Great value for money and outstanding service reliability.
RSP-2018,CUST-3593,2025-06-03,North America,Mid-Market,Healthcare,Web,Product,6,2,7,No,Frequent downtime impacted our business operations.
RSP-2019,CUST-3494,2025-08-11,Asia-Pacific,SMB,Finance,Phone,Pricing,5,1,5,No,"Issue took over a week to resolve, very frustrating."
